time;ToF[cm]
1657807853.8920484;30.7
1657807853.8938506;30.7
1657807853.8956473;30.7
1657807853.8974783;30.7
1657807853.8992279;30.7
1657807853.90103;30.7
1657807853.9027498;30.7
1657807853.9044402;30.7
1657807853.9061892;30.7
1657807853.9079177;30.7
1657807853.9095933;30.7
1657807853.9112515;30.7
1657807853.9129736;30.7
1657807853.9146564;30.7
1657807853.9163566;30.7
1657807853.9180892;30.7
1657807853.919823;30.7
1657807853.9215367;30.7
1657807853.9232438;30.7
1657807853.924952;30.7
1657807853.9266434;30.7
1657807853.9283278;30.7
1657807853.9299843;30.7
1657807853.931748;30.7
1657807853.933491;30.7
1657807853.9351761;30.7
1657807853.9368215;30.7
1657807853.9385366;30.7
1657807853.9402063;30.7
1657807853.9419348;30.7
1657807853.9436107;30.7
1657807853.9453602;30.7
1657807853.9470649;30.7
1657807853.9487681;30.7
1657807853.9506407;30.7
1657807853.9523885;30.7
1657807853.9540954;30.7
1657807853.9558704;30.7
1657807853.9577987;30.7
1657807853.9607046;30.7
1657807853.9623377;30.7
1657807853.963978;30.7
1657807853.9656563;30.7
1657807853.9677358;30.7
1657807853.969871;30.7
1657807853.974731;30.6
1657807853.9764802;30.6
1657807853.978145;30.6
1657807853.9799044;30.6
1657807853.981565;30.6
1657807853.9831655;30.6
1657807853.9855115;30.6
1657807853.9878361;30.6
1657807853.9903185;30.6
1657807853.992434;30.6
1657807853.994543;30.6
1657807853.9965699;30.6
1657807853.9987354;30.6
1657807854.0008726;30.6
1657807854.0029566;30.6
1657807854.0049124;30.6
1657807854.0065687;30.6
1657807854.0082269;30.6
1657807854.0099947;30.6
1657807854.0117;30.6
1657807854.0134113;30.6
1657807854.015116;30.6
1657807854.0168507;30.6
1657807854.018604;30.6
1657807854.0203273;30.6
1657807854.0220098;30.6
1657807854.0236506;30.6
1657807854.0252233;30.6
1657807854.0268934;30.6
1657807854.0285642;30.6
1657807854.03027;30.6
1657807854.0319216;30.6
1657807854.0336082;30.6
1657807854.0353918;30.6
1657807854.0370758;30.6
1657807854.0387495;30.6
1657807854.0404453;30.6
1657807854.0421128;30.6
1657807854.0438294;30.6
1657807854.045542;30.6
1657807854.047263;30.6
1657807854.048956;30.6
1657807854.050708;30.6
1657807854.0524466;30.6
1657807854.0541213;30.6
1657807854.0558028;30.6
1657807854.0574992;30.6
1657807854.059229;30.6
1657807854.0609772;30.6
1657807854.062623;30.6
1657807854.0644364;30.6
1657807854.0684004;30.7
1657807854.0701933;30.7
1657807854.0723054;30.7
1657807854.0741653;30.7
1657807854.0766683;30.7
1657807854.0786157;30.7
1657807854.080487;30.7
1657807854.0824265;30.7
1657807854.0841928;30.7
1657807854.0859182;30.7
1657807854.0876148;30.7
1657807854.089489;30.7
1657807854.09157;30.7
1657807854.093701;30.7
1657807854.09582;30.7
1657807854.0977695;30.7
1657807854.0994465;30.7
1657807854.1011784;30.7
1657807854.103341;30.7
1657807854.1056037;30.7
1657807854.1077554;30.7
1657807854.110031;30.7
1657807854.1121445;30.7
1657807854.1142116;30.7
1657807854.1162524;30.7
1657807854.1183882;30.7
1657807854.1204872;30.7
1657807854.122482;30.7
1657807854.1242568;30.7
1657807854.12594;30.7
1657807854.1276119;30.7
1657807854.1292746;30.7
1657807854.1309574;30.7
1657807854.132683;30.7
1657807854.1343806;30.7
1657807854.136148;30.7
1657807854.137933;30.7
1657807854.1396084;30.7
1657807854.1413505;30.7
1657807854.1430938;30.7
1657807854.1447816;30.7
1657807854.146447;30.7
1657807854.1481378;30.7
1657807854.149836;30.7
1657807854.1515656;30.7
1657807854.1532652;30.7
1657807854.1549938;30.7
