MPUData GUnits:°/s - AUnits:g
LSM9DS1Data G Units:rad/s - A Units:m/s^2 - m Units:gausss
Fx...Data G Units:rad/s - A Units:m/s^2 - m Units:gausss
time;MPU-Gx;MPU-Gy;MPU-Gz;MPU-Ax;MPU-Ay;MPU-Az;LSM-Gx;LSM-Gy;LSM-Gz;LSM-Ax;LSM-Ay;LSM-Az;LSM-Mx;LSM-My;LSM-Mz;Fx-Gx;Fx-Gy;Fx-Gz;Fx-Ax;Fx-Ay;Fx-Az;Fx-Mx;Fx-My;Fx-Mz
17655.208848187;-1.817;0.519;0.145;0.223;-0.200;0.967;-0.084;-0.113;-0.008;-0.505;0.460;12.760;-0.318;-0.793;-1.552;-0.010;-0.012;0.005;0.357;0.134;10.201;-104.000;-132.500;-309.700
17655.222378769;-1.817;0.527;0.160;0.229;-0.194;0.973;-0.089;-0.112;-0.010;-0.504;0.507;12.916;-0.318;-0.793;-1.552;-0.001;-0.014;0.002;0.299;0.172;10.282;-102.400;-132.700;-308.000
17655.236019533;-1.870;0.534;0.153;0.234;-0.194;0.975;-0.079;-0.118;-0.006;-0.485;0.475;12.925;-0.324;-0.803;-1.551;-0.003;-0.017;0.002;0.285;0.208;10.275;-103.500;-133.400;-308.800
17655.24952543;-1.824;0.534;0.130;0.234;-0.195;0.966;-0.082;-0.113;-0.010;-0.503;0.527;12.853;-0.324;-0.803;-1.551;-0.010;-0.014;0.004;0.333;0.211;10.268;-102.800;-133.900;-308.800
17655.26309127;-1.802;0.534;0.160;0.250;-0.195;0.968;-0.078;-0.115;-0.009;-0.490;0.485;12.806;-0.325;-0.800;-1.547;-0.015;-0.012;0.003;0.328;0.187;10.232;-102.400;-132.900;-308.900
17655.277011752;-1.824;0.550;0.137;0.230;-0.191;0.966;-0.081;-0.115;-0.009;-0.479;0.492;12.772;-0.325;-0.800;-1.547;-0.003;-0.007;0.008;0.304;0.191;10.270;-102.600;-134.800;-306.700
17655.290575037;-1.870;0.588;0.153;0.229;-0.195;0.976;-0.076;-0.113;-0.009;-0.487;0.440;12.687;-0.317;-0.793;-1.550;-0.005;-0.013;0.006;0.301;0.187;10.272;-102.900;-133.200;-309.700
17655.30426519;-1.817;0.527;0.153;0.222;-0.193;0.968;-0.083;-0.114;-0.009;-0.485;0.487;12.604;-0.317;-0.793;-1.550;-0.007;-0.016;0.004;0.323;0.160;10.213;-103.600;-133.200;-308.400
17655.317897029;-1.832;0.557;0.160;0.227;-0.193;0.972;-0.075;-0.112;-0.010;-0.477;0.444;12.554;-0.319;-0.794;-1.544;-0.012;-0.017;0.006;0.313;0.139;10.232;-104.200;-133.800;-308.900
17655.331807141;-1.847;0.534;0.176;0.225;-0.188;0.976;-0.082;-0.116;-0.006;-0.481;0.504;12.538;-0.319;-0.803;-1.540;-0.012;-0.013;0.006;0.318;0.136;10.241;-103.400;-134.300;-309.700
17655.345343945;-1.832;0.534;0.176;0.227;-0.196;0.971;-0.074;-0.113;-0.008;-0.501;0.477;12.500;-0.313;-0.803;-1.540;-0.004;-0.014;0.002;0.337;0.153;10.244;-104.000;-134.100;-308.700
17655.35905306;-1.802;0.534;0.176;0.227;-0.194;0.969;-0.083;-0.114;-0.005;-0.471;0.468;12.722;-0.323;-0.799;-1.558;-0.004;-0.013;0.007;0.347;0.163;10.225;-103.000;-134.900;-308.000
17655.374811399;-1.832;0.595;0.137;0.231;-0.193;0.969;-0.077;-0.115;-0.011;-0.502;0.469;12.773;-0.323;-0.799;-1.558;-0.004;-0.011;0.004;0.321;0.177;10.270;-103.500;-133.500;-309.500
17655.389055617;-1.809;0.534;0.160;0.232;-0.197;0.975;-0.077;-0.115;-0.006;-0.470;0.443;12.754;-0.318;-0.790;-1.548;-0.014;-0.010;0.001;0.313;0.182;10.256;-102.600;-133.300;-308.100
17655.402915859;-1.824;0.534;0.168;0.226;-0.193;0.955;-0.079;-0.110;-0.009;-0.472;0.454;12.674;-0.318;-0.790;-1.548;-0.007;-0.010;0.002;0.313;0.179;10.232;-103.400;-133.500;-308.500
17655.416810972;-1.847;0.519;0.137;0.229;-0.194;0.972;-0.078;-0.108;-0.007;-0.525;0.480;12.561;-0.322;-0.795;-1.552;-0.004;-0.010;0.004;0.328;0.184;10.236;-102.700;-133.300;-309.400
17655.430338609;-1.794;0.557;0.168;0.231;-0.195;0.976;-0.080;-0.111;-0.007;-0.502;0.480;12.525;-0.322;-0.795;-1.552;-0.003;-0.012;-0.000;0.330;0.182;10.251;-103.300;-134.300;-310.400
17655.444074927;-1.824;0.557;0.153;0.227;-0.194;0.977;-0.073;-0.109;-0.013;-0.507;0.459;12.461;-0.321;-0.795;-1.564;-0.002;-0.011;0.002;0.325;0.165;10.258;-103.100;-133.600;-308.600
17655.457648601;-1.832;0.542;0.145;0.228;-0.190;0.979;-0.077;-0.109;-0.011;-0.475;0.477;12.394;-0.321;-0.795;-1.564;-0.010;-0.014;-0.001;0.316;0.146;10.210;-103.300;-133.400;-309.600
17655.471324624;-1.824;0.534;0.160;0.226;-0.192;0.977;-0.082;-0.111;-0.008;-0.460;0.462;12.447;-0.314;-0.799;-1.560;-0.008;-0.013;0.002;0.311;0.144;10.222;-103.300;-133.300;-309.600
17655.485029406;-1.817;0.519;0.176;0.229;-0.192;0.973;-0.085;-0.110;-0.005;-0.470;0.525;12.315;-0.311;-0.801;-1.562;-0.001;-0.013;0.006;0.323;0.165;10.277;-102.500;-133.300;-310.500
17655.498690874;-1.855;0.519;0.145;0.230;-0.192;0.976;-0.077;-0.108;-0.010;-0.349;0.504;12.334;-0.311;-0.801;-1.562;-0.009;-0.012;0.000;0.325;0.156;10.234;-102.500;-134.900;-310.300
17655.512256252;-1.840;0.557;0.176;0.231;-0.193;0.969;-0.080;-0.112;-0.004;-0.478;0.485;12.516;-0.323;-0.789;-1.554;-0.012;-0.014;0.002;0.313;0.191;10.253;-102.500;-133.800;-308.300
17655.525951608;-1.809;0.534;0.153;0.229;-0.198;0.978;-0.086;-0.112;-0.007;-0.512;0.498;12.594;-0.323;-0.789;-1.554;-0.007;-0.016;0.004;0.333;0.170;10.253;-103.100;-133.600;-308.600
17655.539518263;-1.817;0.557;0.160;0.230;-0.194;0.970;-0.080;-0.108;-0.006;-0.450;0.448;12.426;-0.326;-0.788;-1.555;0.003;-0.012;0.001;0.325;0.196;10.292;-103.100;-134.400;-308.500
17655.553223008;-1.786;0.519;0.145;0.229;-0.191;0.972;-0.080;-0.107;-0.009;-0.480;0.447;12.547;-0.326;-0.788;-1.555;-0.004;-0.012;0.000;0.325;0.160;10.244;-103.200;-133.600;-309.200
17655.566834792;-1.893;0.519;0.160;0.230;-0.189;0.979;-0.079;-0.113;-0.005;-0.495;0.432;12.493;-0.328;-0.795;-1.553;-0.005;-0.013;0.003;0.311;0.163;10.258;-103.700;-133.800;-309.200
17655.580726015;-1.809;0.565;0.160;0.230;-0.201;0.972;-0.078;-0.108;-0.007;-0.530;0.461;12.503;-0.328;-0.795;-1.553;-0.001;-0.010;0.007;0.376;0.167;10.222;-102.900;-133.800;-309.800
17655.594313744;-1.832;0.557;0.168;0.228;-0.193;0.974;-0.075;-0.105;-0.007;-0.458;0.434;12.394;-0.331;-0.789;-1.550;-0.013;-0.009;0.003;0.354;0.163;10.225;-102.300;-132.900;-310.900
